Node,Latitude,Longitude
76.0,45.27956544210465,-93.39649006753655
77.0,45.27615195516075,-93.37711433407357
78.0,45.28953719969185,-93.36489203775089
79.0,45.287394578980184,-93.35204256697406
80.0,45.26438847991411,-93.3639388069109
81.0,45.26585070282422,-93.35180974321524
82.0,45.24108028481303,-93.3631558024644
83.0,45.2275997231013,-93.33996553554027
84.0,45.249074291019724,-93.32879696950599
85.0,45.26954605113404,-93.33656254367159
86.0,45.28719828923548,-93.3366976120392
87.0,45.28048094353271,-93.31614141249885
88.0,45.28728699343207,-93.29665621517367
89.0,45.26958203182081,-93.29573704737231
90.0,45.28567808230208,-93.27742637141418
91.0,45.26924301492201,-93.27315734509565
92.0,45.25914511107124,-93.27499418001237
93.0,45.25582602202855,-93.29739763638385
94.0,45.245321128290115,-93.27405621876197
95.0,45.241534656372224,-93.29277709123329
96.0,45.23916217671773,-93.31118829844681
97.0,45.21701208903929,-93.38327631188548
98.0,45.214855538127075,-93.36881672756677
99.0,45.211542268416736,-93.3500924927248
100.0,45.20937188728606,-93.33598485920754
101.0,45.204067148373866,-93.32444557853606
102.0,45.20513224715823,-93.31258637451975
103.0,45.214583614219904,-93.31785600758231
104.0,45.21790403803552,-93.31490527185741
105.0,45.225540584175754,-93.31679077241522
106.0,45.230520548970134,-93.2942276630734
107.0,45.22444382623363,-93.2938251695646
108.0,45.2261374610679,-93.2733600480904
109.0,45.21584556422461,-93.28559134840685
110.0,45.2044219096162,-93.28621898517015
111.0,45.21521052687165,-93.25009913107789
112.0,45.227208865834015,-93.24933572168625
113.0,45.245420629709066,-93.25028893673537
114.0,45.260576110588154,-93.24933833366396
115.0,45.27634105673677,-93.2493055930532
116.0,45.292190402978214,-93.25095658231687
117.0,45.29141187808793,-93.21852598702756
118.0,45.27528871520362,-93.21302083346865
119.0,45.25713202331411,-93.21876116839232
120.0,45.241201136044026,-93.22500701105854
121.0,45.227120346796404,-93.2239284712636
122.0,45.215162183753826,-93.22429875411669
123.0,45.21752438023786,-93.18574387823668
124.0,45.226620841987824,-93.19923793338346
125.0,45.23781098423207,-93.20188796059047
126.0,45.25335349179739,-93.19311595219189
127.0,45.27324437046806,-93.17144329572218
128.0,45.253108592874725,-93.16816732732184
129.0,45.23296894796992,-93.17283774226902
130.0,45.24103560916526,-93.15041986816092
131.0,45.28956336418184,-93.17305280535936
132.0,45.30507317496843,-93.15284321383352
133.0,45.31013081335841,-93.180537651565
134.0,45.30886270915244,-93.22205904305137
135.0,45.30882577121085,-93.25038922570607
136.0,45.3379072166233,-93.25112098486917
137.0,45.36338023390428,-93.2511133347549
138.0,45.34585418809238,-93.2141890022375
139.0,45.34080241070073,-93.16903482678838
140.0,45.3748285450797,-93.17073526383071
141.0,45.38288252197135,-93.21977674826124
142.0,45.38478203772418,-93.25013145124753
143.0,45.40668670882018,-93.24849550601016
144.0,45.40073197148292,-93.18395359850419
145.0,45.39895955254683,-93.12104653016634
146.0,45.39982480434752,-93.06119136663148
147.0,45.37048733958647,-93.0471734541839
148.0,45.37810656732186,-93.09506857779155
149.0,45.36634886948678,-93.12751474696195
150.0,45.34203562914881,-93.08142751837354
151.0,45.30644411450284,-93.08115815797768
152.0,45.26973614233755,-93.11214205756033
153.0,45.273972315344295,-93.06103524704797
154.0,45.26523647286444,-93.03621319006072
155.0,45.229416762027434,-93.02460550616776
156.0,45.23136316411878,-93.03923356442826
157.0,45.234423626901794,-93.05846534050536
158.0,45.225691583612665,-93.07781570873924
159.0,45.2335532054479,-93.11184190106967
160.0,45.20359865173939,-93.07191324790718
161.0,45.18471014710081,-93.04775956215833
162.0,45.187226127979315,-93.0249761323362
163.0,45.13981304927147,-93.02986211736895
164.0,45.14708901660128,-93.04570832402527
165.0,45.13431548744068,-93.07263960880293
166.0,45.15567560063847,-93.07941994512235
167.0,45.17509204033774,-93.09360073231414
168.0,45.15331308965625,-93.1179360308083
169.0,45.134436478566904,-93.10640959008181
170.0,45.13214108149639,-93.13687348455582
171.0,45.14391162041105,-93.14353969719667
172.0,45.13267516066108,-93.15640379862275
173.0,45.13009804741215,-93.17276647975712
174.0,45.136812716711056,-93.17950391482249
175.0,45.14812523264995,-93.17106086067216
176.0,45.14922630727337,-93.15459849782917
177.0,45.159204815677164,-93.1518821784849
178.0,45.16452112360862,-93.13140319031754
179.0,45.17690723121867,-93.1306984918197
180.0,45.19063602320275,-93.0939892229533
181.0,45.190425079137974,-93.11395655459117
182.0,45.1893266556657,-93.13251749621286
183.0,45.20398663096684,-93.11951991116817
184.0,45.1879473105794,-93.15304091618543
185.0,45.204109063212925,-93.1906006100698
186.0,45.20460012060834,-93.22648437600749
187.0,45.20434701588987,-93.2502391656162
188.0,45.1908076821813,-93.25700281236739
189.0,45.18887140777343,-93.24264670267834
190.0,45.19066916165345,-93.22453552666471
191.0,45.19297766640612,-93.20240970330339
192.0,45.185778273656375,-93.19523168022276
193.0,45.188823192990654,-93.17455688797062
194.0,45.174382009833025,-93.18383297720574
195.0,45.177082984941556,-93.21383739363368
196.0,45.1767882007569,-93.22783819608487
197.0,45.1587484861423,-93.18855422666422
198.0,45.131653563114064,-93.1945581169314
199.0,45.13737615341415,-93.19979510083066
200.0,45.146292657735465,-93.21397217709054
201.0,45.132660679878846,-93.2252813878045
202.0,45.16092001992864,-93.22687480091878
203.0,45.142793258254954,-93.24028903513172
204.0,45.14569690277796,-93.25588231854272
205.0,45.158020606538855,-93.25727654790293
206.0,45.160566524350216,-93.24334250267232
207.0,45.17554801941093,-93.24521930351575
208.0,45.175199654075556,-93.26092110076641
209.0,45.19403164258225,-93.27414897863342
210.0,45.182114830661355,-93.27127713116498
211.0,45.16024425884204,-93.27093116824685
212.0,45.146058449814674,-93.27481069655053
213.0,45.15349718773736,-93.28825854225472
214.0,45.15624540616849,-93.28075727594431
215.0,45.16939064844774,-93.28375365050132
216.0,45.184089947666116,-93.2846406413652
217.0,45.19333295325295,-93.28838654895966
218.0,45.19344273644242,-93.30095058203955
219.0,45.18589618120871,-93.30267377642818
220.0,45.17838427437652,-93.301792065934
221.0,45.16591258169147,-93.30323346263282
222.0,45.17616964040552,-93.31186565070361
223.0,45.19191425283985,-93.32106006702521
224.0,45.1863062851575,-93.33058180293298
225.0,45.19209040033699,-93.34579470707142
226.0,45.20037883187798,-93.35106727924956
227.0,45.20100305784144,-93.36814330155713
228.0,45.20111325088813,-93.38403138174925
229.0,45.1942358542719,-93.38471927522876
230.0,45.18576079834499,-93.38130520617204
231.0,45.1914091571429,-93.36970207043805
232.0,45.17935749837383,-93.36473843690297
233.0,45.183382637924126,-93.35764602526831
234.0,45.18973382193635,-93.35631146006615
235.0,45.17988615157229,-93.34541065876354
236.0,45.17698500515783,-93.32523642404469
237.0,45.17045340192784,-93.32928936339641
238.0,45.16223370880408,-93.33511944129677
239.0,45.15778925033172,-93.3078126246125
240.0,45.145449247814305,-93.30496951033686
241.0,45.14331279188642,-93.28780175116977
242.0,45.12771552305266,-93.29169454898744
243.0,45.13280077662325,-93.28174754000345
244.0,45.133488067420636,-93.27269127770144
245.0,45.136712919797304,-93.25865877754065
246.0,45.128384209423544,-93.26223198700201
247.0,45.129255553290754,-93.25377089156684
248.0,45.12858451649084,-93.24149621805043
249.0,45.12612259865155,-93.22824679126914
250.0,45.113065278237826,-93.23522189276032
251.0,45.11896840453274,-93.2442997584058
252.0,45.11992165021236,-93.25610090101324
253.0,45.11151606374478,-93.25347536374282
254.0,45.116327615978996,-93.27025723822244
255.0,45.10825242786079,-93.28011313474165
256.0,45.09863506628306,-93.26675356958903
257.0,45.10418918194231,-93.25358905746539
258.0,45.104059068051484,-93.23583511496167
259.0,45.09569767719633,-93.2350719207414
260.0,45.096740305599404,-93.25446165443071
261.0,45.089901116621164,-93.2526295091655
262.0,45.08884832917675,-93.23665908108256
263.0,45.083931411095655,-93.23608516587105
264.0,45.082756657570634,-93.25400734514903
265.0,45.078130336355954,-93.23619522397155
266.0,45.070375978742824,-93.23635375071574
267.0,45.07415768519561,-93.25421778554544
268.0,45.07927119691082,-93.26710555147253
269.0,45.079825128726974,-93.27531658647969
270.0,45.06061408634803,-93.27800757146353
271.0,45.05986392959788,-93.27019843686368
272.0,45.06028766827425,-93.26559801432909
273.0,45.06276608586171,-93.2555302943779
274.0,45.06140872436232,-93.23758099751406
275.0,45.05252890706023,-93.23793464847066
276.0,45.052710732106085,-93.25533571524761
277.0,45.044818338740996,-93.23675776062312
278.0,45.044591255661395,-93.2552516816567
279.0,45.046432395933316,-93.2655281238869
280.0,45.04622515795283,-93.27070725467861
281.0,45.04278263102457,-93.27782576440218
282.0,45.03827805930162,-93.2682870440298
283.0,45.03826737198753,-93.25507612952744
284.0,45.03830306995828,-93.23719974036845
285.0,44.96409604296027,-93.99199512332707
286.0,44.927877424550275,-93.99179476978401
287.0,44.93488044166919,-93.95101875067903
288.0,44.97132642835628,-93.93309039494733
289.0,44.935798400791406,-93.90975325939543
290.0,44.929480776425855,-93.87698149561976
291.0,44.92713766341185,-93.84669444046907
292.0,44.95965379936259,-93.8702530250582
293.0,44.97359666458794,-93.85829618390369
294.0,44.97063176025033,-93.80884714806749
295.0,44.95845006709817,-93.79415826461378
296.0,44.92922134930977,-93.80041976203073
297.0,44.89815688177306,-93.79325102594088
298.0,44.89835725943698,-93.85419709982592
299.0,44.88854735495339,-93.90086532555071
300.0,44.89607152030663,-93.93417188392506
301.0,44.89153290441376,-93.9909730385257
302.0,44.864584935064336,-93.98800632541737
303.0,44.86767565081819,-93.94965462898354
304.0,44.86423183735427,-93.91020673289627
305.0,44.82639742378757,-93.90867000695306
306.0,44.828922804356175,-93.94680437980286
307.0,44.82639274394398,-93.98646189453989
308.0,44.797193342822375,-93.96276199226722
309.0,44.781447642216186,-93.9744222368772
310.0,44.7428108929199,-93.99526667193271
311.0,44.75009816193403,-93.96498700579092
312.0,44.72452239718738,-93.93459609340225
313.0,44.74960990877974,-93.93411693653114
314.0,44.75294112777757,-93.90512555041018
315.0,44.77880580970855,-93.91691741782687
316.0,44.783150131025586,-93.8984791369714
317.0,44.79764174805231,-93.91738286857493
318.0,44.831616589016555,-93.85668321747717
319.0,44.86191824730417,-93.8557527624023
320.0,44.88191178774984,-93.84667374592341
321.0,44.87479741148911,-93.78308771504777
322.0,44.85932931372563,-93.80323367228546
323.0,44.84823892717384,-93.8107923897203
324.0,44.84689823099947,-93.79611048783146
325.0,44.849231152396754,-93.77688976145785
326.0,44.87387026684111,-93.7223282714663
327.0,44.8538834191124,-93.68866491702522
328.0,44.83995901474753,-93.66649909257414
329.0,44.82099446269264,-93.671123876717
330.0,44.83474937907556,-93.70024754255451
331.0,44.85360769280091,-93.72544222366207
332.0,44.84961887619394,-93.75090852678059
333.0,44.83283957613807,-93.73440300530432
334.0,44.80682385100808,-93.72318568286957
335.0,44.82538489098673,-93.75502514726202
336.0,44.82736685852343,-93.77813940735388
337.0,44.84081699976294,-93.77723938698493
338.0,44.82895581998856,-93.7977778779745
339.0,44.82438191124609,-93.82172827264381
340.0,44.81104845373355,-93.81700251192412
341.0,44.786798571241114,-93.7773952493367
342.0,44.78561875989693,-93.81763394401189
343.0,44.78613182809455,-93.86872136091982
344.0,44.74247897594803,-93.86896895936938
345.0,44.74272055776934,-93.81814447060962
346.0,44.74066317938955,-93.77761302709264
347.0,44.69522087972218,-93.82846902068864
348.0,44.671993657482865,-93.73147385041871
349.0,44.70337347940663,-93.72712355650239
350.0,44.70531054354957,-93.66273756868098
351.0,44.714212671868026,-93.63695455705664
352.0,44.72766377870749,-93.6614205738419
353.0,44.7460758835801,-93.63384760175985
354.0,44.747980304064534,-93.66929436834553
355.0,44.74652584316084,-93.72569397771754
356.0,44.78546287472567,-93.72969620973888
357.0,44.80048261096285,-93.66834729276952
358.0,44.78369963638168,-93.65851020723986
359.0,44.76929948642937,-93.66108942933752
360.0,44.76738324776112,-93.62587041974318
361.0,44.781022610549755,-93.60561983148752
362.0,44.78833861278811,-93.62194051516694
363.0,44.799070230132195,-93.6415251740788
364.0,44.79960249629489,-93.61109941662772
365.0,44.80950381267836,-93.61117019054015
366.0,44.81441724878247,-93.63943150246051
367.0,44.82240825521712,-93.61519385711492
368.0,44.83509300535952,-93.63987007984858
369.0,44.844510257431075,-93.61654865772819
370.0,44.86365199657107,-93.63488035534152
371.0,44.859448570569675,-93.64764137395352
372.0,44.873690917345606,-93.65821506320204
373.0,44.88349177120405,-93.68419786811008
374.0,44.88711867085082,-93.63934718634816
375.0,44.86910001066288,-93.61526342914375
376.0,44.88013882745094,-93.59964416479517
377.0,44.85647632996799,-93.58745922557209
378.0,44.847989809758694,-93.59285586692019
379.0,44.83087115574587,-93.58737516582366
380.0,44.81233553234215,-93.590595290259
381.0,44.799730283941415,-93.59259209350589
382.0,44.79858358535898,-93.56774104964848
383.0,44.81350059016538,-93.56737991437763
384.0,44.8159593781883,-93.52922438191806
385.0,44.836588205486706,-93.52949573543549
386.0,44.82602642418101,-93.54751531593669
387.0,44.833488216796106,-93.5633723119064
388.0,44.85205806218123,-93.55687071047791
389.0,44.85300397779248,-93.57156762079357
390.0,44.87556653873683,-93.58219108263803
391.0,44.87565164483656,-93.5616091076669
392.0,44.850559492643875,-93.54435616526987
393.0,44.85285695274109,-93.528360812082
394.0,44.872673984474304,-93.53824656434614
395.0,44.88251972421367,-93.5282451370716
396.0,44.91322740766501,-93.12576058160367
397.0,44.912268942881276,-93.1132154881638
398.0,44.90384562873887,-93.10976095741545
399.0,44.9031776629463,-93.12111719949019
400.0,44.9022891186775,-93.13011162197652
401.0,44.89904197736433,-93.14362319870635
402.0,44.887564803954064,-93.15866554244946
403.0,44.894709722994854,-93.13865067017035
404.0,44.88768063605701,-93.14021168032218
405.0,44.89468953244116,-93.12519647434029
406.0,44.89428136425373,-93.11238473141644
407.0,44.88701693244844,-93.11397931155717
408.0,44.88713997155251,-93.12818903608387
409.0,44.87256405996563,-93.17954284822207
410.0,44.866236668227316,-93.16352139022649
411.0,44.875019274593505,-93.15196114879282
412.0,44.87266727608128,-93.13549730132128
413.0,44.875771446156584,-93.11883264393563
414.0,44.86748658944755,-93.11416543349868
415.0,44.87237046336136,-93.0954253285506
416.0,44.887337407899594,-93.10231144724214
417.0,44.88590550852258,-93.08867760673073
418.0,44.89443539772669,-93.08828617930173
419.0,44.8944505776853,-93.10093640925177
420.0,44.901636467472294,-93.1009315508475
421.0,44.89965196990868,-93.08862277510396
422.0,44.90261366614692,-93.08806763541017
423.0,44.90638378924388,-93.08825925375596
424.0,44.90885875307496,-93.10092213504747
425.0,44.91061638719091,-93.08833493669172
426.0,44.90607520406799,-93.07691763190869
427.0,44.90772730378782,-93.06983063144743
428.0,44.90677893484656,-93.0615587715054
429.0,44.90947752922345,-93.05535530952436
430.0,44.91358821868156,-93.04948360670728
431.0,44.89760780755511,-93.04297310316859
432.0,44.8913921605975,-93.04317867973637
433.0,44.893036776608014,-93.05508062265487
434.0,44.89906189186289,-93.05596714452633
435.0,44.891672719559,-93.06299191639545
436.0,44.89969383697301,-93.06827101024543
437.0,44.89979976163587,-93.07576167486853
438.0,44.89449085335522,-93.07556851928459
439.0,44.89088267518854,-93.06824316278902
440.0,44.88742941748636,-93.07562050201496
441.0,44.87882051468059,-93.07384282353816
442.0,44.88033121567446,-93.06440343398941
443.0,44.88177789581463,-93.05164303700002
444.0,44.882376523278815,-93.03703640648855
445.0,44.889393434598986,-93.02837466210089
446.0,44.872505967935616,-93.02022575145801
447.0,44.87054694177163,-93.03490704360811
448.0,44.86980560020978,-93.04785876039004
449.0,44.87048345543674,-93.05679590435692
450.0,44.8710938785292,-93.06946300825354
451.0,44.85748336316167,-93.0761922040012
452.0,44.85722784517224,-93.06386965714796
453.0,44.8562900747603,-93.05740943319759
454.0,44.86005522083001,-93.05011975192295
455.0,44.85112081699093,-93.04946832655122
456.0,44.85548522283204,-93.03949475080277
457.0,44.85899669393699,-93.0305868154126
458.0,44.854913496402986,-93.02268184096339
459.0,44.85141229177904,-93.0155008442183
460.0,44.844523346945955,-93.0314082975532
461.0,44.83719256109824,-93.0320395977109
462.0,44.81589083072848,-93.02297630931022
463.0,44.828076482111356,-93.03398555294528
464.0,44.822668867192014,-93.04755209278098
465.0,44.830295714501645,-93.06620470619916
466.0,44.83000449019777,-93.05136145039194
467.0,44.84088209292978,-93.04843728423918
468.0,44.84067906760925,-93.05726729507863
469.0,44.839939956845384,-93.06291569932448
470.0,44.84072779402809,-93.07579638785026
471.0,44.85719602350888,-93.09129308579638
472.0,44.85451054772009,-93.11464895586015
473.0,44.858413548339335,-93.13577534796849
474.0,44.85175025141359,-93.14037787174206
475.0,44.855410625584895,-93.1576190561489
476.0,44.854267416821976,-93.17334055422299
477.0,44.84947703463148,-93.19258349088669
478.0,44.829084193131656,-93.21175766958571
479.0,44.82229650469391,-93.19880639037022
480.0,44.82696754117721,-93.18168180483862
481.0,44.84025015503511,-93.17720408299823
482.0,44.84172361642393,-93.16252212640967
483.0,44.841598935584706,-93.15297092376458
484.0,44.83584313055908,-93.1532879935956
485.0,44.83622092616228,-93.13838227400062
486.0,44.843272909496,-93.14442563685562
487.0,44.84317739990241,-93.13577508369517
488.0,44.839540154845544,-93.12506200444639
489.0,44.83954733346997,-93.11172130276964
490.0,44.84539476294188,-93.10765548772444
491.0,44.84132796246822,-93.09131055530995
492.0,44.8257428668384,-93.09109882833451
493.0,44.8234368060396,-93.10045357762598
494.0,44.83006370577501,-93.10803349810948
495.0,44.82572281185211,-93.11779009238013
496.0,44.82600094197326,-93.13584011588935
497.0,44.829904306462765,-93.15326633235694
498.0,44.830059551037515,-93.16292526363104
499.0,44.818025068424575,-93.17151560468885
500.0,44.822904676787346,-93.15774899781847
501.0,44.811751327096886,-93.15658210013093
502.0,44.80086095311215,-93.15512844005777
503.0,44.793851776813064,-93.15630351331482
504.0,44.792830361512,-93.13348964620714
505.0,44.800072598669246,-93.13065803561092
506.0,44.8127526252219,-93.13586974005429
507.0,44.8088003272898,-93.1235534211193
508.0,44.81661391417932,-93.1162755099476
509.0,44.81093955090113,-93.10881661520396
510.0,44.79737549195672,-93.11328941758586
511.0,44.79954193906159,-93.09050475133343
512.0,44.81308913997944,-93.09582697427427
513.0,44.81551356222703,-93.0716328504911
514.0,44.79693354727495,-93.05141463276917
515.0,44.782643055213676,-93.08531318896767
516.0,44.78138235616797,-93.11042511895356
517.0,44.78340901653707,-93.12497830378088
518.0,44.7830518221697,-93.15165877884723
519.0,44.77196486045951,-93.14290425678736
520.0,44.77057433604477,-93.17789151956092
521.0,44.78290497845342,-93.17715081114632
522.0,44.797254034351454,-93.17199553330694
523.0,44.80785621896199,-93.17732017038188
524.0,44.797108341343666,-93.18145210308064
525.0,44.79634444323228,-93.1914841310235
526.0,44.78239493248065,-93.1947500522991
527.0,44.76838964149683,-93.19726329092303
528.0,44.768053357544204,-93.21205662216714
529.0,44.78143155942284,-93.2072301796972
530.0,44.78618751544984,-93.2129940612847
531.0,44.79740553411896,-93.21990466442648
532.0,44.79735155338787,-93.21276047886666
533.0,44.79298204264492,-93.20321487864305
534.0,44.80035816775139,-93.20085421626173
535.0,44.81406894879131,-93.18624205847657
536.0,44.81433363557968,-93.2001829061007
537.0,44.80719053942371,-93.20117116225067
538.0,44.811154477908495,-93.21358167599139
539.0,44.80918918545948,-93.22333641048048
540.0,44.79754983563169,-93.22478772263864
541.0,44.795552031662154,-93.23280936724518
542.0,44.80912085614515,-93.23317081917804
543.0,44.79777182081838,-93.24304350115338
544.0,44.79448282189223,-93.2598609069854
545.0,44.804189542771745,-93.26229579664037
546.0,44.77984887637335,-93.28300365343604
547.0,44.7732866880257,-93.28332019832455
548.0,44.77698889551071,-93.27179073020757
549.0,44.78366966594226,-93.27265889980389
550.0,44.787109718123325,-93.25812516516542
551.0,44.77985049812934,-93.26253713549514
552.0,44.7800922166951,-93.25338827167002
553.0,44.782349225489874,-93.2429113489064
554.0,44.78264389646593,-93.23287867194054
555.0,44.782417613712,-93.22319425356464
556.0,44.769796392335856,-93.23898291262086
557.0,44.76904341398859,-93.2529649468316
558.0,44.77124877124657,-93.26748044320831
559.0,44.76433546438403,-93.26618048264186
560.0,44.75777244438879,-93.26539209638469
561.0,44.74993636106131,-93.27248357963182
562.0,44.74791981390715,-93.28112149807947
563.0,44.76201632938788,-93.28299489845195
564.0,44.784877063162455,-93.30704600473015
565.0,44.77249481507075,-93.31980689195204
566.0,44.76935147091272,-93.2977834937047
567.0,44.762481853271844,-93.29449430789938
568.0,44.763012694644885,-93.30905230104715
569.0,44.76207061050182,-93.31902705243375
570.0,44.75388264600339,-93.32418589409887
571.0,44.751014618723964,-93.30955793154425
572.0,44.75375222396882,-93.29617524450695
573.0,44.74835384669823,-93.29707691029834
574.0,44.74909197488313,-93.28866106339628
575.0,44.742999324922884,-93.28755478368471
576.0,44.741646930509596,-93.29618515744254
577.0,44.74257190714039,-93.30874614318336
578.0,44.73961267786731,-93.31740217527562
579.0,44.73955301018679,-93.32609589705423
580.0,44.72618753465285,-93.31909079469642
581.0,44.72743283654896,-93.30429846937922
582.0,44.73469688474872,-93.29065778539632
583.0,44.723280218325485,-93.29024843011206
584.0,44.72760244575044,-93.26685411487146
585.0,44.732499009389066,-93.27770214984258
586.0,44.73889190095553,-93.27557713957859
587.0,44.74495245560383,-93.26486782205254
588.0,44.735103848296404,-93.2618410252852
589.0,44.72588726267597,-93.25231080728825
590.0,44.72496590811128,-93.24339408956762
591.0,44.72146723101985,-93.22812017522767
592.0,44.728750175624704,-93.2283397468828
593.0,44.73491771944651,-93.22169852842885
594.0,44.74280750596635,-93.22025105525398
595.0,44.74279821874336,-93.22792513685579
596.0,44.73803201843342,-93.23279409233209
597.0,44.741690545855896,-93.24357684203287
598.0,44.74545975668222,-93.25291230809093
599.0,44.76575870623921,-93.23064732987167
600.0,44.76016374509891,-93.22883529693428
601.0,44.75209854221664,-93.22921626776517
602.0,44.75314678701527,-93.21258476140176
603.0,44.75396915699246,-93.19675675911782
604.0,44.750892635309825,-93.18244079677201
605.0,44.76059455583301,-93.17608801438378
606.0,44.7525397250775,-93.16597841121012
607.0,44.7391590737584,-93.1666205598495
608.0,44.739218740351156,-93.18195315485436
609.0,44.73868405738156,-93.1918288314633
610.0,44.739650407244554,-93.20187533062244
611.0,44.739160337801025,-93.21258547135865
612.0,44.72964162042999,-93.21235375089269
613.0,44.72480854318449,-93.21329058007349
614.0,44.71991006183793,-93.21215173906806
615.0,44.71993680075348,-93.20282632847801
616.0,44.7246939003036,-93.20222349516368
617.0,44.729507169873465,-93.2025110583002
618.0,44.72465869763114,-93.18721042201821
619.0,44.72463690485625,-93.16668704213436
620.0,44.73948561415094,-93.15128461985114
621.0,44.75963799146712,-93.15170836543037
622.0,44.758736478193384,-93.1329644357759
623.0,44.76475830778983,-93.11335787774928
624.0,44.764697187486725,-93.095501602796
625.0,44.75676607531387,-93.0705449150866
626.0,44.74315092535949,-93.0983606302335
627.0,44.74598774001615,-93.11166013414044
628.0,44.751325057267564,-93.10118656634859
629.0,44.753524989062235,-93.11965068952098
630.0,44.74521305178146,-93.12314533934163
631.0,44.74487046325705,-93.13560801899094
632.0,44.735792806790506,-93.11915413583968
633.0,44.73545083377874,-93.13641594631403
634.0,44.72442571195361,-93.13339826649712
635.0,44.72458873626941,-93.1416553093213
636.0,44.724545262579475,-93.15158859548062
637.0,44.71018998786157,-93.16657488751927
638.0,44.697086589054244,-93.16710626741673
639.0,44.67789420097942,-93.16457221036642
640.0,44.654220929759944,-93.15053763075419
641.0,44.63569594544467,-93.14720528953248
642.0,44.6363268804552,-93.18795781388262
643.0,44.651973532941845,-93.16856378480976
644.0,44.65300655223989,-93.19505793811068
645.0,44.678251115950545,-93.18686664512796
646.0,44.69631808671799,-93.18690304085465
647.0,44.696612268188545,-93.20501128926388
648.0,44.70771402825035,-93.18545165155656
649.0,44.71408237026165,-93.1894200702336
650.0,44.71407651791002,-93.20796790373299
651.0,44.708210947959124,-93.20597740221277
652.0,44.70228435422178,-93.21290423557699
653.0,44.69909341396178,-93.22741547460076
654.0,44.70795946450434,-93.22968703208562
655.0,44.71435635531608,-93.22899075382081
656.0,44.713357901403015,-93.24870135477327
657.0,44.702971194220524,-93.24812300282503
658.0,44.689779543140034,-93.24951429290167
659.0,44.70284372908745,-93.27218279469241
660.0,44.712026842080235,-93.27176850292071
661.0,44.71881271654967,-93.26906781065372
662.0,44.70904702537501,-93.28922638319831
663.0,44.69899615361664,-93.30528978077264
664.0,44.687381690186236,-93.28656768598914
665.0,44.68903191918728,-93.26982697383552
