Start_Node	End_Node	Travel_Time
32071	40167	0.568886
32072	32073	0.143419
32072	32328	0.194319
32073	32072	0.143428
32073	32404	0.141751
32074	1743	0.517846
32074	32410	0.761211
32074	40165	0.675797
32076	1934	0.523320
32076	9178	0.316977
32076	32148	0.309001
32078	8578	0.546618
32078	32199	0.358735
32078	40528	0.138019
32079	9142	0.003204
32079	32080	0.782741
32079	32263	0.328611
32080	1749	1.628446
32080	9266	1.366703
32080	32079	0.782741
32081	1856	0.587520
32081	8859	0.441774
32081	18882	0.052169
32082	8693	0.926855
32082	8983	0.940418
32082	32131	0.263207
32083	1877	0.596280
32083	8720	0.431420
32083	8874	0.456927
32084	8991	0.629925
32084	32128	0.269550
32084	32145	0.284875
32084	54385	0.866351
32085	1914	0.373680
32085	1915	0.373020
32085	32086	0.313801
32085	32100	0.215081
32086	30747	0.311076
32086	32085	0.313802
32087	32088	0.119119
32087	32108	0.118125
32088	32087	0.119119
32088	32142	0.115181
32089	8573	1.021707
32089	32094	0.452619
32089	40717	0.458007
32091	8571	0.315625
32091	32099	0.311331
32092	8431	0.815765
32092	32093	0.118128
32092	32096	0.396427
32093	32092	0.118130
32093	32094	0.410438
32094	32089	0.452618
32094	32093	0.410445
32094	32095	1.018150
32095	8513	0.870275
32095	32094	1.018150
32095	40715	0.322901
32096	32092	0.396425
32096	51469	0.520625
32096	54388	0.027500
32097	32098	0.307783
32097	32099	0.310963
32098	8691	0.019298
32098	32097	0.311699
32099	1903	0.373020
32099	1904	0.372210
32099	32091	0.311325
32099	32097	0.307056
32100	32085	0.215062
32100	32102	0.203304
32102	8691	0.196803
32102	32100	0.203287
32103	1919	1.174440
32103	32104	0.115819
32103	32106	0.116741
32104	32103	0.115819
32104	32108	0.117375
32105	32106	0.076434
32105	40169	0.047826
32106	32103	0.116704
32106	32105	0.076458
32108	1920	0.299064
32108	32087	0.118125
32108	32104	0.117376
32109	30723	0.083778
32109	32117	0.098436
32110	1875	0.322944
32110	8581	0.381000
32110	8715	0.349415
32111	1876	0.595344
32111	1893	0.598512
32111	8583	0.450218
32111	8720	0.478182
32112	8439	0.788101
32112	32114	0.442946
32112	32115	0.398973
32112	32116	0.291094
32113	1873	0.597840
32113	1874	0.335832
32113	8581	0.407337
32113	30723	0.378126
32114	1873	0.593232
32114	1894	0.599496
32114	8583	0.464491
32114	32112	0.442946
32115	1873	0.598584
32115	30723	0.388125
32115	32112	0.399084
32116	30760	0.116813
32116	32112	0.291094
32117	8503	0.360785
32117	32122	0.123636
32118	8445	0.115391
32119	32121	0.060705
32120	32109	0.022424
32121	8429	0.241548
32121	32120	0.153728
32122	8469	0.287655
32122	32118	0.165654
32123	8711	0.386816
32124	8641	0.217950
32124	8696	0.174137
32125	8983	0.954800
32125	9094	0.315130
32125	54514	0.889800
32126	32127	0.310480
32126	32137	0.294906
32127	1931	0.376170
32127	1932	0.376620
32127	32126	0.310481
32127	32147	0.311450
32128	32084	0.269550
32128	32129	0.267100
32129	32128	0.267100
32129	32149	0.264900
32130	1922	0.779790
32130	1923	1.156620
32130	8985	1.063329
32130	54385	0.481750
32131	1926	0.722970
32131	8849	0.394145
32131	32082	0.263206
32132	1927	0.372450
32132	1928	0.378090
32132	32133	0.311080
32132	32135	0.315409
32133	8975	0.302755
32133	32132	0.311075
32134	8849	0.438238
32134	30747	0.047033
32135	30747	0.311959
32135	32132	0.315414
32137	8975	0.025400
32137	32126	0.294905
32138	1921	0.375120
32138	32139	0.158000
32138	32144	0.159952
32139	32138	0.158000
32139	32145	0.157850
32141	32143	0.159102
32141	40170	0.163003
32142	32088	0.115181
32142	40170	0.117019
32143	32141	0.159103
32143	32144	0.157877
32144	1922	1.111530
32144	32138	0.159951
32144	32143	0.157878
32145	32084	0.284875
32145	32139	0.157850
32146	30748	0.311200
32146	32148	0.309850
32147	30748	0.307650
32147	32127	0.311450
32148	1933	0.375720
32148	32076	0.309001
32148	32146	0.309850
32149	1950	0.358500
32149	32129	0.264900
32149	40171	0.268818
32151	8994	0.367344
32151	9049	0.380216
32151	32156	0.141728
32152	8991	0.789663
32152	32157	0.451546
32152	32174	0.391312
32152	40536	0.311709
32153	9065	0.965942
32153	32176	0.771182
32153	40536	0.311709
32154	8809	0.140185
32154	8811	0.391156
32154	8866	0.286178
32155	9076	0.694611
32155	18847	0.214705
32155	19784	0.262247
32155	32175	0.360822
32156	8924	0.221991
32156	8989	0.274690
32156	32151	0.141727
32157	8874	0.454236
32157	32152	0.451546
32157	32158	0.115988
32157	32168	0.114675
32158	32157	0.115989
32158	32164	0.117657
32159	32160	0.109238
32159	32162	0.092794
32160	32159	0.109238
32160	32165	0.119588
32162	32159	0.092794
32162	40163	0.147731
32163	32164	0.117658
32163	32165	0.118295
32164	32158	0.117658
32164	32163	0.117657
32165	1891	0.000768
32165	32160	0.119588
32165	32163	0.118296
32166	1880	0.001728
32166	32167	0.116363
32166	32170	0.117131
32167	32166	0.116363
32167	32171	0.117132
32168	32157	0.114675
32168	32169	0.114281
32169	32168	0.114281
32169	32170	0.118294
32170	32166	0.117131
32170	32169	0.118294
32171	32167	0.117131
32171	32172	0.115069
32172	8904	0.123000
32172	32171	0.115069
32174	1881	0.590304
32174	8994	0.393474
32174	32152	0.391311
32175	1851	0.581976
32175	8989	0.371701
32175	32155	0.360821
32176	1889	0.965016
32176	9111	0.338891
32176	32153	0.771182
32177	55508	0.137745
32178	32235	0.211483
32179	8800	0.757509
32179	8925	0.762218
32179	54380	0.125509
32180	32183	0.286021
32181	55507	0.144362
32182	8451	0.181426
32182	30719	0.130566
32182	32194	0.053251
32183	32177	0.583453
32183	32246	0.065591
32184	32185	1.280486
32184	32186	1.021591
32184	32194	0.239757
32185	32184	1.280486
32185	32195	1.384131
32185	32212	0.305537
32185	53429	0.116006
32186	32184	1.021589
32186	32187	0.544135
32186	32228	0.355784
32187	1738	0.652800
32187	32186	0.544135
32187	32190	0.508573
32188	1709	1.137692
32188	1711	1.126454
32188	32189	0.572946
32188	55143	0.428637
32189	8953	0.595107
32189	32188	0.572890
32189	32247	0.811622
32190	8817	0.434043
32190	32187	0.508573
32190	32202	1.180670
32190	40529	0.779794
32191	32192	0.132619
32191	32226	0.128138
32192	32191	0.132619
32192	32243	0.138131
32193	32194	0.228413
32193	32211	0.161888
32194	32182	0.053250
32194	32184	0.239758
32194	32193	0.228413
32195	32185	1.384131
32195	32196	1.266892
32195	32203	0.546395
32195	40527	0.397944
32196	32195	1.266892
32196	32202	0.054211
32197	1733	1.416485
32197	32198	0.152907
32197	32221	0.086195
32198	32197	0.152909
32198	32204	0.454025
32198	40527	0.140929
32199	1859	0.384264
32199	32078	0.358725
32199	40162	0.391388
32200	8426	0.133090
32200	32201	0.458683
32201	32200	0.458691
32201	32208	0.194007
32202	1736	0.880015
32202	32190	1.180670
32202	32196	0.054211
32202	32212	0.197589
32203	1732	1.515432
32203	1865	0.690768
32203	8426	0.295122
32203	32195	0.546404
32204	32198	0.454021
32204	40528	0.138018
32205	32206	0.234920
32205	32209	0.232969
32206	32205	0.234919
32206	53427	0.116775
32206	54379	0.007331
32207	32208	0.144828
32207	54379	0.460558
32208	32201	0.194010
32208	32207	0.144826
32209	32205	0.232970
32209	32210	0.284100
32210	32209	0.284101
32210	32211	0.285675
32211	32193	0.161888
32211	32210	0.285676
32212	32185	0.305537
32212	32202	0.197589
32213	32214	0.127972
32213	32216	0.043504
32214	1734	0.889560
32214	32213	0.127961
32214	32218	0.116739
32216	32213	0.043507
32216	40161	0.023327
32218	32214	0.116741
32218	32219	0.212384
32219	1858	0.451320
32219	32218	0.212387
32219	32220	0.122251
32220	32219	0.122251
32220	32221	0.108657
32221	32197	0.086194
32221	32220	0.108657
32222	1856	0.640776
32222	32223	0.121613
32222	32225	0.124865
32223	32222	0.121613
32223	32226	0.133725
32225	32222	0.124861
32225	40164	0.084394
32226	1857	0.606600
32226	32191	0.128138
32226	32223	0.133725
32227	8591	0.085583
32227	32228	2.316049
32227	32242	0.146765
32228	30739	0.666172
32228	32186	0.355784
32228	32227	2.316049
32229	55503	0.605535
32232	25187	0.487930
32233	32232	0.180927
32234	32233	0.566453
32235	32236	0.732937
32236	8484	0.464685
32236	32238	0.157100
32237	8476	0.286341
32237	32229	0.146955
32238	32239	0.082494
32239	8473	0.292356
32239	30740	0.211708
32240	8487	0.324939
32240	25184	0.104793
32240	32241	0.132059
32241	8481	0.374615
32241	32240	0.132065
32241	32242	0.212906
32242	1712	0.806238
32242	32227	0.147390
32242	32241	0.211783
32243	18865	0.116618
32243	32192	0.138131
32243	54380	0.404473
32244	32246	0.345693
32245	8817	0.189043
32245	8862	0.206172
32246	32183	0.065592
32246	32245	0.347488
32247	1710	0.663138
32247	1711	0.713238
32247	32189	0.954776
32247	32257	0.610142
32248	8962	0.416694
32248	32249	0.422821
32249	32181	0.073568
32249	55505	0.078318
32250	32251	0.545042
32250	32261	0.094150
32251	1746	0.782008
32251	8954	0.204518
32251	32250	0.545048
32252	32253	0.137116
32252	55506	0.159429
32253	32254	0.382436
32253	32255	0.050773
32253	32257	0.169834
32254	1710	0.857585
32254	8955	0.402989
32254	32253	0.382363
32255	32253	0.050773
32255	32256	0.297530
32256	32180	0.352074
32257	32247	0.610159
32257	32255	0.170306
32258	32259	0.102223
32258	32263	0.186876
32259	1746	0.659077
32259	32258	0.102224
32259	32262	0.083709
32260	32261	0.180257
32260	32262	0.103201
32261	1749	0.804208
32261	32250	0.094149
32261	32260	0.180259
32262	32259	0.083709
32262	32260	0.103200
32263	32079	0.328614
32263	32258	0.186874
32264	32265	0.403069
32265	9562	0.440309
32265	32380	0.148125
32266	9758	0.745539
32266	9803	0.948900
32266	32359	0.402075
32266	32362	0.385774
32267	1885	0.377712
32267	32268	0.729533
32267	55260	0.454255
32268	32267	0.729536
32268	32364	0.230811
32268	32374	0.236869
32269	9443	0.777650
32269	9585	0.427508
32269	32270	0.203275
32270	9602	0.123201
32270	19039	0.260600
32270	32269	0.203275
32271	32272	1.274607
32272	11449	0.025624
32272	32345	0.072121
32273	32274	1.274578
32274	11438	0.028481
32274	32369	0.093090
32275	32276	0.390950
32275	40026	0.266325
32276	1945	0.815520
32276	32275	0.390950
32276	55222	0.010350
32277	32278	0.565709
32277	32330	0.052273
32277	32331	0.116231
32278	9571	0.287893
32278	32277	0.565709
32278	32371	0.121109
32279	1948	0.905610
32279	9261	1.044400
32279	19015	0.196725
32280	1947	0.743460
32280	32281	0.155450
32280	32293	0.153125
32281	32280	0.155450
32281	32303	0.154950
32282	1940	0.116460
32282	32283	0.159034
32282	32292	0.292300
32283	32282	0.159027
32283	32301	0.154009
32284	1938	0.117900
32284	9188	0.617976
32284	32285	0.627277
32285	9259	0.276106
32285	9269	0.338152
32285	32284	0.627278
32285	40540	0.310645
32286	1939	0.426150
32286	40035	0.325000
32286	40036	0.119525
32289	19015	0.155100
32289	32290	0.154600
32290	32289	0.154600
32290	32293	0.157525
32291	32292	0.018250
32291	40035	0.313750
32292	32282	0.292302
32292	32291	0.018250
32293	32280	0.153125
32293	32290	0.157525
32294	1946	1.156590
32294	32295	0.282150
32294	32306	0.006975
32295	32294	0.282150
32295	40029	0.261275
32297	32302	0.112226
32297	40034	0.117982
32299	32303	0.154950
32299	40033	0.157650
32301	32283	0.154002
32301	32302	0.082080
32302	32297	0.112231
32302	32301	0.082076
32303	1940	0.719970
32303	32281	0.154950
32303	32299	0.154950
32304	32305	0.219425
32304	32306	0.213800
32305	32304	0.219425
32305	40027	0.191375
32306	32294	0.006975
32306	32304	0.213800
32311	1888	0.577704
32311	1954	0.755940
32311	9197	0.844662
32311	9352	0.827975
32312	1884	0.451584
32312	9196	0.753442
32312	9346	0.806321
32313	32322	0.120206
32313	40168	0.488288
32315	9349	0.905413
32315	32325	0.110385
32315	32326	0.294212
32316	32317	0.299456
32316	32320	0.157069
32317	32316	0.299456
32317	32323	0.086138
32318	9198	0.440100
32318	32320	0.099150
32318	53251	0.085575
32320	32316	0.157069
32320	32318	0.099150
32321	32322	0.262069
32321	32324	0.020569
32322	32313	0.120206
32322	32321	0.262069
32323	1884	0.218616
32323	32317	0.086138
32323	32324	0.111113
32324	32321	0.020569
32324	32323	0.111113
32325	1843	0.500880
32325	32065	0.786154
32325	32315	0.110383
32326	32315	0.294234
32326	32329	0.117310
32327	1842	0.072192
32327	32328	0.414171
32327	32329	0.115087
32328	32072	0.194307
32328	32327	0.414197
32329	32326	0.117318
32329	32327	0.115078
32330	9353	0.780036
32330	32277	0.052273
32331	32277	0.116231
32331	32336	0.116869
32332	32333	0.384675
32332	32335	0.083231
32333	1886	0.467928
32333	32332	0.384675
32333	32336	0.074419
32335	1886	0.568248
32335	1887	0.682128
32335	9442	0.156469
32335	32332	0.083231
32336	32331	0.116869
32336	32333	0.074419
32337	9597	0.329316
32337	19033	0.361009
32337	32340	0.163894
32338	9733	1.247706
32338	9764	0.314851
32338	32339	0.679702
32338	54520	0.469311
32339	1962	0.771660
32339	32338	0.679702
32339	32343	0.564946
32340	9594	0.339111
32340	19010	0.084706
32340	32337	0.163852
32341	1962	0.749580
32341	1997	0.704880
32341	19783	0.148579
32341	54520	0.312401
32342	1961	0.747870
32342	19033	0.226454
32342	32343	0.450842
32343	9766	0.228943
32343	19031	0.621125
32343	32339	0.564928
32343	32342	0.450957
32344	1959	0.803160
32344	9730	0.398428
32344	19038	0.834956
32345	55271	0.958052
32346	11448	0.028416
32346	32273	0.070372
32348	1995	0.247950
32348	9760	0.302425
32348	9826	0.631252
32349	32350	0.080026
32349	40030	0.060950
32350	32349	0.080025
32350	32352	0.212002
32352	9760	0.035725
32352	32350	0.212000
32354	9833	0.288000
32354	29881	0.278000
32354	30746	0.051775
32355	29881	0.157725
32355	32356	0.152025
32356	1976	0.661230
32356	9855	0.156403
32356	32355	0.152025
32357	29881	0.156350
32357	30763	0.155825
32359	32266	0.402075
32359	32360	0.485580
32359	32361	0.134600
32359	32362	0.219400
32360	9825	0.282500
32360	32359	0.485580
32360	32361	0.608348
32361	9730	0.309925
32361	9766	0.967432
32361	32359	0.134600
32361	32360	0.608348
32362	9731	0.096287
32362	9732	0.054940
32362	32266	0.385774
32362	32359	0.219400
32363	1836	0.865272
32363	9725	0.606873
32363	19036	0.294291
32364	1838	0.277584
32364	9723	0.555460
32364	32268	0.230811
32365	9720	1.001960
32365	32366	0.677727
32365	32383	0.384800
32366	32365	0.677727
32366	32381	0.906145
32366	32382	0.388018
32367	32368	0.768574
32368	11435	0.020910
32368	32271	0.091639
32369	32370	0.769035
32371	9578	0.304077
32371	19036	0.217275
32371	32278	0.121110
32373	32374	0.116103
32373	40024	0.119046
32374	1838	0.396792
32374	32268	0.236869
32374	32373	0.116102
32375	32376	0.309155
32376	32062	0.057166
32377	9639	0.151381
32377	32379	0.233634
32378	9592	0.235171
32378	32375	0.146031
32379	32378	0.065574
32380	32377	0.066844
32381	9725	0.901364
32381	29841	0.080855
32381	32366	0.906145
32382	1837	0.394296
32382	9723	0.521037
32382	32366	0.388018
32383	1815	0.682512
32383	29823	0.784309
32383	32365	0.384800
32384	32385	0.617527
32385	9325	0.375321
32385	32397	0.388670
32386	9291	0.283200
32386	9315	0.242137
32386	29813	1.558022
32386	32417	0.900750
32387	1762	0.567000
32387	9323	1.354969
32387	32424	1.336558
32388	9240	0.533563
32388	32389	1.113473
32388	32417	0.703449
32388	32421	0.028896
32389	32388	1.113485
32389	32434	0.818286
32389	32437	0.517990
32390	1760	0.723738
32390	1764	1.753292
32390	29813	1.214741
32390	32425	0.907422
32391	1840	0.849831
32391	32392	0.213789
32391	32413	0.288257
32392	32391	0.213789
32392	32431	0.103389
32393	9326	0.526408
32393	32394	0.855226
32394	1761	0.630623
32394	32393	0.855226
32394	32432	0.387309
32395	1742	0.594992
32395	18844	0.370420
32395	32396	1.144200
32396	9326	0.181416
32396	32395	1.144200
32396	32415	0.125456
32397	32060	0.819565
32398	1743	1.393085
32398	32399	0.321840
32398	32416	0.116694
32399	32398	0.321840
32399	32409	0.091371
32400	9331	0.775602
32400	32064	2.020000
32400	32401	0.109223
32401	32400	0.109220
32401	32407	0.224558
32402	32403	0.114808
32402	32405	0.113135
32403	1841	0.630864
32403	32402	0.114823
32403	32408	0.062438
32404	1846	0.972552
32404	32073	0.141760
32404	32405	0.154408
32405	32402	0.113120
32405	32404	0.154429
32406	32407	0.113251
32406	32408	0.114960
32407	32401	0.224553
32407	32406	0.113254
32408	32403	0.062440
32408	32406	0.114958
32409	32399	0.091371
32409	32411	0.259903
32410	32074	0.761211
32410	32411	0.117463
32411	32409	0.259903
32411	32410	0.117463
32412	1761	0.812723
32412	9331	0.420891
32412	32414	0.072086
32413	32391	0.288257
32413	32414	0.212211
32414	32412	0.072086
32414	32413	0.212211
32415	32396	0.125454
32415	32416	0.122181
32416	32398	0.116695
32416	32415	0.122180
32417	1748	0.427592
32417	1759	1.121400
32417	32386	0.900771
32417	32388	0.703447
32418	25253	0.227754
32418	32419	0.223492
32419	32418	0.223493
32419	32422	0.309385
32420	1757	2.067438
32420	25253	0.543941
32420	32421	0.074574
32421	32388	0.028900
32421	32420	0.074564
32422	32419	0.309385
32422	32423	0.121077
32423	25252	0.177769
32423	32422	0.121077
32424	18990	0.840123
32424	32387	1.336558
32424	32425	0.927130
32424	32433	0.428147
32425	29830	0.659842
32425	32390	0.907413
32425	32424	0.927130
32426	29832	0.635566
32427	18990	0.909137
32427	32430	0.285874
32428	32384	0.391883
32428	32426	0.368436
32430	1812	0.750323
32430	32427	0.285874
32430	40166	0.541731
32431	32071	0.424697
32431	32392	0.103389
32431	32432	0.322649
32432	32394	0.387312
32432	32431	0.322646
32433	1763	0.709038
32433	29830	0.305951
32433	32424	0.428143
32434	1759	1.105823
32434	1765	1.878877
32434	29813	0.791432
32434	32389	0.818286
32435	32436	0.288262
32435	32438	0.162092
32436	32435	0.288262
32436	32439	0.252800
32437	29827	0.314392
32437	32389	0.517995
32437	32438	0.042492
32438	32435	0.162092
32438	32437	0.042492
32439	32436	0.252800
32439	32440	0.253277
32440	1766	0.974862
32440	25249	0.144031
32440	32439	0.253277
32441	32662	0.783593
32442	32443	2.240385
32443	32444	0.018384
32443	32472	1.005618
32444	32443	0.018384
32444	32445	2.241334
32444	32470	2.532384
32445	32498	0.450600
32445	32499	0.330956
32446	40303	0.561448
32446	54830	0.920422
32446	54831	0.536174
32446	54833	0.899280
32447	32468	1.520500
32447	40301	1.459556
32447	54296	2.753312
32447	54298	1.919640
32448	51236	1.537708
32448	54295	1.107511
32448	54924	2.075558
32449	732	2.318238
32449	32450	1.893177
32449	32532	0.645221
32450	32449	1.895370
32450	32577	0.777872
32450	32585	0.752525
32450	32587	0.784862
32451	32441	0.412700
32451	32455	0.149473
32451	32552	0.545985
32452	733	1.818277
32452	735	3.337154
32452	32453	1.659611
32452	32495	1.096989
32453	32452	1.659611
32453	32584	0.641433
32453	32585	1.535400
32454	29867	0.569496
32454	32455	0.460786
32455	29867	0.476706
32455	32451	0.149433
32455	32467	0.471164
32456	32584	0.189811
32456	32589	0.426367
32456	40300	1.160301
32457	29502	1.570968
32457	32458	2.871225
32457	32559	1.906704
32457	54291	3.334322
32458	32457	2.871222
32458	32686	0.689367
32458	32696	0.120123
32459	32460	1.376108
32459	32481	0.427600
32460	29878	1.534754
32460	32459	1.376108
32460	32501	0.386215
32461	736	4.009523
32461	32462	1.536446
32461	32486	0.766585
32462	735	2.452731
32462	32461	1.536446
32462	32534	0.804815
32463	732	1.575162
32463	32464	0.982369
32463	32536	0.330723
32464	32463	0.982369
32464	32588	0.224923
32465	29886	0.345172
32465	32672	0.128863
32466	32467	0.112795
32466	32670	0.263510
32467	32455	0.471170
32467	32466	0.112610
32467	32469	0.396859
32467	53440	0.097800
32468	32447	1.520500
32468	32470	0.895067
32468	32485	0.713277
32468	51241	0.779415
32469	29890	0.246535
32469	32467	0.396859
32470	32444	2.532384
32470	32468	0.895067
32470	32473	0.468411
32471	32484	0.072914
32471	51756	0.004308
32471	51760	0.131652
32471	54832	0.206567
32472	29895	1.579900
32472	32444	1.004674
32472	32473	2.357478
32472	54831	2.210192
32473	737	2.349508
32473	32470	0.468411
32473	32472	2.357478
32474	29893	0.787159
32474	32478	0.491862
32474	54315	0.871300
32474	54832	0.760554
32475	29875	0.772369
32475	32476	1.156138
32476	32475	1.156138
32476	32477	0.353662
32477	739	0.891069
32477	32476	0.353662
32477	32478	1.154431
32478	32474	0.491862
32478	32477	1.154431
32479	738	3.145131
32479	29895	1.537200
32479	32480	1.020800
32480	32479	1.020800
32480	32481	0.445462
32481	719	1.828223
32481	32459	0.427600
32481	32480	0.445462
32482	29508	0.802867
32482	54835	0.068005
32483	29507	0.740500
32483	32471	0.177801
32483	55320	0.024080
32484	32471	0.072911
32484	54834	0.191464
32484	54835	0.197053
32484	54924	0.065200
32485	32468	0.713277
32485	32486	0.055000
32486	32461	0.766585
32486	32485	0.055000
32487	32505	0.291760
32487	32507	0.121958
32487	55317	0.092200
32488	40318	1.443002
32488	54908	0.169325
32488	54909	0.180156
32489	40318	1.045511
32489	54914	0.277616
32490	32491	0.685960
32490	32493	0.041710
32491	54911	0.365677
32492	32493	0.685678
32493	32490	0.041710
32493	32510	0.345994
32493	54912	0.319386
32494	32498	0.847611
32494	51701	0.663031
32494	54907	0.056656
32495	32452	1.096989
32495	32533	1.535877
32495	32534	0.722938
32495	54907	3.371733
32496	32497	1.593881
32497	32442	0.329721
32497	32503	0.346707
32498	32494	0.847611
32498	32504	0.010889
32498	55319	0.073769
32499	32500	1.619339
32500	32487	0.306107
32500	32505	0.409678
32501	29889	0.465123
32501	32460	0.386215
32502	29889	0.168022
32502	32442	0.503813
32502	32503	0.010467
32503	32502	0.010467
32503	32504	0.232056
32504	32498	0.010889
32504	32499	0.281933
32504	32503	0.232056
32505	32492	0.634130
32506	30534	2.313416
32506	54560	0.011433
32506	54910	0.552189
32507	29818	0.871974
32507	32487	0.124225
32507	32496	0.343000
32508	32496	0.403841
32508	32507	0.246640
32509	32490	0.294183
32509	54913	0.310097
32510	32517	0.390758
32511	32512	0.678814
32512	32513	0.033411
32512	32530	0.317362
32513	32512	0.033411
32513	32514	0.680996
32514	32515	0.600355
32515	29845	0.444900
32515	32516	0.676516
32516	32509	0.475772
32517	32519	0.438329
32517	54906	0.341374
32518	32511	0.621440
32519	32520	0.130816
32519	54905	0.026124
32520	725	1.746300
32520	32519	0.130816
32521	10098	0.308195
32521	29788	1.708406
32521	32522	0.276095
32521	32525	0.308714
32522	32521	0.276095
32522	32523	0.401040
32523	32526	0.356301
32524	32522	0.314640
32524	32523	0.284442
32525	29860	0.615810
32526	32531	0.215814
32527	32528	0.307113
32528	32521	0.505729
32528	32525	0.299419
32529	29826	0.121709
32530	32527	0.282300
32531	32513	0.301628
32532	32449	0.644470
32532	32535	0.089923
32532	32537	0.408539
32532	54909	1.914771
32533	729	1.154954
32533	32495	1.535877
32533	32537	0.742277
32534	736	4.948892
32534	32462	0.804815
32534	32495	0.722939
32535	730	2.251131
32535	32532	0.089923
32535	32536	1.081354
32536	32463	0.330723
32536	32535	1.081354
32537	32532	0.408539
32537	32533	0.742277
32538	32544	0.002808
32538	54790	2.250195
32539	32552	0.612292
32539	53916	0.178800
32539	54790	0.016914
32540	32541	0.056434
32540	32558	0.093498
32541	32540	0.056435
32541	32543	0.129377
32542	32543	0.402309
32542	32545	0.248126
32543	32541	0.129378
32543	32542	0.402309
32543	32548	0.237240
32544	32538	0.002808
32544	32545	0.208029
32544	54792	1.185016
32545	2483	1.588177
32545	32542	0.248126
32545	32544	0.208029
32546	32547	0.362674
32546	32548	0.302574
32547	2482	1.279038
32547	32546	0.362677
32547	32551	0.331457
32548	32543	0.237242
32548	32546	0.302571
32549	32550	0.295620
32549	32551	0.030454
32550	10624	0.844969
32550	32549	0.295356
32550	54038	0.108086
32551	2481	1.044485
32551	32547	0.331460
32551	32549	0.030481
32552	32451	0.545993
32552	32539	0.612292
32552	32553	0.691577
32553	32552	0.691585
32553	32554	0.665400
32554	2483	0.610315
32554	32553	0.665408
32554	32555	0.197520
32555	32554	0.197521
32555	32556	0.256320
32556	32555	0.256322
32556	32557	0.173674
32557	32556	0.173675
32557	32558	0.150771
32558	32540	0.093497
32558	32557	0.150772
32559	749	3.464538
32559	758	1.181285
32559	32457	1.906704
32559	54298	0.488712
32560	766	0.788423
32560	32561	0.254253
32560	32627	0.867766
32561	768	0.713538
32561	32560	0.254259
32561	32710	0.109277
32561	32715	0.632808
32561	32727	0.105446
32562	54274	1.085695
32563	32565	0.852423
32563	32738	1.175239
32563	54275	2.175272
32564	32664	0.599952
32564	32665	0.368586
32565	32563	0.853094
32565	32566	1.489820
32565	54280	1.825501
32566	32565	1.490062
32566	32705	0.170476
32567	29514	0.863941
32567	32568	3.414889
32567	54280	0.907897
32568	29516	1.850489
32568	32567	3.414889
32568	32739	1.152815
32569	32570	0.272123
32569	32657	0.213538
32570	32569	0.272123
32570	32716	0.192802
32570	32717	0.103323
32570	32719	0.135708
32571	32572	0.178524
32571	32726	0.190862
32571	32729	0.114046
32572	32571	0.178524
32572	32658	0.082231
32573	760	1.011762
32573	32574	0.141292
32573	32693	0.167492
32574	32573	0.141292
32574	32609	0.139431
32575	32576	0.580169
32575	32589	0.490289
32575	32610	0.069477
32576	32575	0.580170
32576	32697	0.150867
32576	32701	0.055246
32577	32450	0.777900
32577	32627	0.396204
32577	32632	0.112862
32578	32579	0.087941
32578	32605	0.087524
32579	32578	0.087939
32579	32648	0.087833
32580	32586	0.728046
32580	32587	1.156938
32580	54286	1.225985
32581	32653	0.252754
32581	51716	0.860246
32581	54286	0.046169
32582	764	0.533054
32582	32583	0.103877
32582	32601	0.066169
32583	32582	0.103877
32583	32638	0.025031
32584	32453	0.641433
32584	32456	0.189811
32584	32596	0.145908
32585	764	0.847615
32585	32450	0.752524
32585	32453	1.535400
32586	32580	0.728046
32586	50094	0.743492
32586	54288	0.145846
32587	732	1.994354
32587	770	1.422900
32587	32450	0.784862
32587	32580	1.156938
32588	32464	0.224923
32588	54288	0.622062
32589	32456	0.426367
32589	32575	0.490289
32589	32590	0.383708
32590	32589	0.383708
32590	32591	0.220554
32591	32590	0.220554
32591	32602	0.178000
32592	32593	0.092508
32592	32613	0.091785
32593	32592	0.092508
32593	32608	0.106000
32594	32595	0.225323
32594	32596	0.124338
32595	32594	0.225323
32595	32599	0.142400
32596	32584	0.145908
32596	32594	0.124338
32597	32598	0.112677
32597	32599	0.108954
32598	32597	0.112677
32598	32600	0.138277
32599	32595	0.142400
32599	32597	0.108954
32600	32598	0.138277
32600	32601	0.109831
32601	32582	0.066169
32601	32600	0.109831
32602	762	1.021823
32602	763	0.661315
32602	32591	0.178000
32602	32603	0.144604
32603	32602	0.144601
32603	32604	0.087941
32604	32603	0.087939
32604	32605	0.087079
32605	32578	0.087525
32605	32604	0.087077
32606	32607	0.199492
32606	32609	0.103092
32607	32606	0.199492
32607	32608	0.092923
32608	759	1.840708
32608	32593	0.106000
32608	32607	0.092923
32609	32574	0.139431
32609	32606	0.103092
32610	32575	0.069477
32610	32611	0.079154
32611	32610	0.079154
32611	32614	0.028831
32612	32613	0.103492
32612	32616	0.040400
32613	32592	0.091785
32613	32612	0.103492
32614	32611	0.028831
32614	32615	0.059385
32615	32614	0.059385
32615	32616	0.018492
32616	32612	0.040400
32616	32615	0.018492
32617	32618	0.338538
32617	32654	0.117938
32618	771	1.249800
32618	32617	0.338538
32618	32659	0.273431
32619	769	0.633600
32619	32620	0.227724
32619	32659	0.746415
32620	32619	0.227724
32620	32658	0.035985
32621	770	1.645985
32621	32622	0.336862
32621	32652	0.099540
32622	769	0.737838
32622	32621	0.336862
32622	32623	0.103538
