Start_Node	End_Node	Travel_Time
2604	40250	6.101008
2605	27949	3.071469
2606	27949	4.699500
2606	27965	3.492508
2607	27937	2.282585
2608	27937	4.411985
2608	28059	3.057277
2609	28059	4.918269
2609	28060	6.270992
2610	27935	1.022792
2611	27966	0.798300
2612	27953	1.000938
2612	27958	5.933100
2613	27954	0.980008
2613	27960	4.806023
2614	27951	5.290938
2614	28033	0.913869
2615	27944	5.546723
2615	28036	0.316500
2616	28049	4.894431
2616	28105	3.392215
2617	27915	2.563131
2618	27915	1.573731
2619	28035	2.327446
2619	28118	2.968246
2620	28035	3.282115
2620	28052	2.525515
2621	28077	0.441000
2622	28072	0.524146
2623	28060	7.206462
2623	28120	2.263292
2624	28019	5.304946
2625	27913	4.804362
2626	27939	0.621738
2627	25123	0.729392
2628	25542	0.600969
2629	25566	1.841031
2630	25434	2.315008
2630	25731	2.607254
2631	25785	4.849846
2631	25802	2.202808
2632	25797	2.494638
2632	25818	5.607485
2633	25314	1.532746
2633	25316	6.143169
2634	26338	0.773862
2635	26321	1.084546
2636	26344	0.759692
2637	25317	2.558262
2638	25317	1.403654
2639	25316	2.347892
2640	28022	3.993438
2640	28029	2.960700
2640	28103	3.576577
2641	28097	4.195038
2641	28098	2.942100
2642	25805	1.071185
2643	25808	1.012892
2644	25825	1.405869
2645	25783	1.083092
2646	28038	5.284477
2646	28041	0.881262
2647	25432	2.197062
2648	25432	1.728438
2649	28305	1.583377
2649	28350	1.914923
2650	28020	0.920862
2651	40244	1.201638
2652	40245	1.023046
2652	55124	0.133777
2653	27927	1.157469
2653	28020	2.813469
2654	28108	1.350969
2654	28345	2.018977
2655	28333	2.570654
2655	28338	1.902438
2656	25120	4.701231
2656	28343	1.546500
2657	28353	1.300269
2657	28355	2.566592
2657	28384	1.476715
2658	28366	0.317515
2659	25121	1.587646
2660	28326	3.246577
2660	28335	2.671338
2661	40246	0.695815
2662	28300	0.288254
2662	28892	2.569315
2663	28586	0.497631
2663	28878	3.977331
2664	28564	0.954808
2665	28558	0.668123
2666	28542	0.936531
2667	28598	1.010354
2668	28323	1.916515
2668	28589	1.581669
2669	28302	1.317185
2669	28588	2.748623
2670	28911	0.744923
2670	28913	3.534554
2671	27911	0.944469
2672	27925	1.979931
2673	28404	0.047215
2674	28420	0.548354
2675	28330	2.000723
2676	28320	0.805038
2676	28479	4.121815
2676	28550	4.859677
2677	28545	2.620315
2677	28578	2.967992
2678	28540	2.716408
2678	28545	2.879815
2679	28412	3.936254
2680	28397	1.689923
2681	28403	1.404946
2682	28431	0.025985
2683	25036	3.828554
2684	25098	5.118231
2685	25550	3.495323
2685	25551	2.906031
2686	25049	5.281131
2686	25550	3.482469
2687	25446	8.332962
2687	25547	2.286808
2688	25494	5.269108
2689	25458	1.817769
2690	25484	3.392077
2691	25445	8.290892
2691	25453	1.240892
2691	25713	3.831623
2692	25719	0.224377
2693	25697	3.603462
2694	25698	1.137415
2695	25543	2.253254
2695	25545	5.128246
2696	25539	6.097800
2697	40251	0.434977
2698	25050	1.901169
2698	25107	0.904523
2699	25038	5.917408
2699	25091	1.440854
2700	25072	7.294985
2700	25077	3.480554
2701	25048	3.247062
2701	25470	5.070762
2702	25045	6.952223
2702	25469	3.272954
2703	25500	0.118500
2704	25486	1.552338
2705	25599	2.920615
2706	25436	4.029600
2706	25599	4.120800
2707	25072	7.841008
2708	25056	5.201285
2709	25058	6.670800
2709	25059	7.036754
2710	25058	7.075292
2710	25287	6.827169
2711	25042	0.703754
2712	25063	2.383062
2713	25059	7.141546
2713	25357	7.032992
2714	25356	6.985177
2714	25358	6.577269
2715	25287	1.684823
2715	25293	1.844400
2716	25354	2.476085
2716	25364	2.230523
2717	25362	2.299892
2717	25365	3.308931
2718	25352	5.141677
2718	25390	2.244531
2719	25399	3.453415
2719	25592	6.418523
2720	25480	3.240715
2721	25381	1.469608
2722	25293	5.228215
2722	25479	3.229846
2723	25292	1.103400
2723	40252	0.876323
2724	40252	0.750138
2725	25586	0.757269
2726	25384	6.847015
2726	25388	7.251946
2727	25621	3.298938
2728	26126	1.643146
2729	25571	4.524254
2729	54729	7.472908
2730	25571	2.915169
2730	25607	7.658077
2731	25595	4.772008
2731	25609	0.365008
2732	25476	1.462108
2733	25474	0.979569
2733	25482	4.063408
2734	25580	6.469062
2734	25591	0.051969
2735	25300	4.242369
2735	25313	3.093046
2736	25289	1.597408
2736	25888	7.085769
2737	25875	2.281454
2737	25888	7.749485
2738	55132	0.995377
2739	25385	2.305569
2740	25867	0.100523
2741	25310	3.699900
2742	25836	2.514046
2743	25838	2.722731
2744	25840	2.437800
2745	25855	4.467554
2746	25869	5.278108
2746	25870	4.084038
2747	25868	0.698838
2748	25844	2.757900
2748	25899	4.083300
2749	25844	5.268623
2750	25904	1.035346
2751	25854	4.230600
2752	25854	4.616377
2753	40278	0.983123
2754	40277	0.964985
2755	25951	0.965400
2756	40279	1.106677
2757	25407	4.645477
2758	25350	7.701623
2759	25349	4.151377
2760	25837	2.634969
2761	25858	5.851131
2761	25864	6.690831
2762	25839	2.812546
2763	40276	3.918715
2764	25850	1.807154
2765	25992	5.069446
2766	25992	2.350823
2766	26013	4.612892
2767	25991	0.516162
2768	25163	3.661546
2768	26021	7.607238
2768	29654	5.913923
2769	25943	1.642292
2769	25980	5.780423
2769	25998	3.731885
2770	25938	5.034646
2771	25987	2.353223
2772	25908	6.970408
2772	25982	9.193569
2773	25160	4.002715
2773	25916	8.343808
2774	25913	4.386208
2774	25917	6.797769
2775	25907	2.821385
2776	25914	3.237715
2777	29615	6.498992
2778	29583	6.967615
2778	29585	5.153862
2779	29580	6.647192
2779	29614	7.325838
2780	29633	5.601300
2780	29651	0.448108
2781	29623	5.078054
2782	29623	2.991900
2783	29587	4.650877
2783	40296	5.411031
2784	40296	2.541162
2785	40293	3.205823
2786	40293	1.294085
2787	29600	2.767569
2788	29638	1.227762
2789	29634	2.104546
2790	40294	1.530715
2791	40294	3.829823
2792	40295	0.900508
2793	40295	0.923515
2794	29697	1.879685
2795	29690	1.347577
2796	34020	4.577700
2796	34021	4.200046
2797	40297	3.704423
2798	34019	2.966054
2799	33913	5.278523
2800	29547	2.617385
2801	33951	0.768600
2802	40298	1.846569
2803	40298	0.935723
2804	33859	4.349862
2804	33946	4.725808
2805	29550	7.017231
2806	33942	4.436792
2807	33942	2.194569
2808	33968	0.641215
2809	29719	4.933615
2810	29708	1.649054
2811	29771	0.934223
2812	29777	0.587515
2813	29525	2.843792
2814	29525	4.524992
2815	29707	4.052492
2816	29718	3.467746
2817	29718	3.452885
2818	29710	2.312100
2819	29711	1.275069
2820	29756	0.170608
2821	29528	2.288100
2821	33884	8.074962
2822	29500	7.109285
2823	29704	0.229823
2824	29702	4.479531
2825	29702	2.735423
2826	29500	7.154954
2827	33869	6.901477
2828	33872	5.679231
2829	33874	1.124492
2830	29544	3.486000
2831	29544	4.495085
2831	33871	5.264700
2832	33861	1.120454
2833	33861	0.690577
2834	33862	2.075238
2835	33862	5.039862
2836	33894	0.387138
2837	33856	2.816677
2838	33857	3.232569
2839	33898	0.314954
2840	29526	5.553531
2841	29526	4.686485
2841	33883	3.431354
2842	33995	2.179685
2843	33997	2.106785
2844	33996	1.918638
2844	34032	1.797323
2845	33996	4.216338
2845	34033	1.536392
2846	34029	2.537562
2846	34030	3.751777
2847	33986	3.183231
2848	33976	1.868492
2849	34209	3.577315
2850	40236	1.419715
2851	34211	4.733654
2851	34230	4.550792
2852	40014	0.662746
2853	34210	0.375277
2854	34210	2.407662
2855	25024	5.446869
2856	29555	0.701723
2857	25025	6.227608
2858	25010	3.211892
2859	25010	3.757338
2859	40368	7.605923
2860	40368	6.383654
2861	36278	1.787146
2862	40369	0.763085
2863	36274	0.420900
2864	36277	1.192015
2864	36283	2.109023
2865	36286	0.602354
2866	36293	0.566192
2867	34259	4.325146
2867	40372	2.855331
2868	25004	1.202169
2869	34224	2.920662
2869	34226	0.571477
2870	34218	4.578669
2870	40370	4.035808
2870	40371	4.076654
2871	40370	3.511062
2872	34221	3.271108
2873	34214	1.242785
2874	34212	1.042385
2875	33978	2.097462
2875	33999	5.361000
2876	29515	1.453177
2876	40412	1.064908
2877	40411	1.374808
2878	34165	2.090677
2879	34175	1.192477
2880	33981	1.838562
2881	34035	4.576523
2881	34040	3.083123
2882	33984	4.043538
2883	34174	1.569554
2884	34161	0.708762
2885	34165	0.700154
2886	34169	0.842654
2887	40373	0.906808
2888	34162	0.420369
2889	34185	0.599815
2890	40374	1.830023
2891	34045	1.177385
2892	36063	5.622346
2893	36071	1.294592
2894	36064	0.971077
2895	36060	0.863977
2896	36049	1.991585
2897	40349	0.476585
2898	40391	0.756208
2899	40390	2.449846
2900	34137	0.805708
2901	34104	0.171069
2902	40380	2.046415
2903	34194	4.519938
2904	40396	0.466777
2905	40394	0.919338
2906	40395	0.408762
2907	36090	0.405808
2908	36191	1.067608
2909	36018	0.872746
2910	40393	1.131208
2911	36024	0.722169
2912	40397	0.416885
2913	36024	1.366385
2914	34273	7.248923
2914	40383	1.523192
2915	25006	0.325408
2915	34273	6.972508
2915	34275	7.384823
2916	36271	3.294738
2916	36296	5.729908
2917	36302	0.662308
2918	36208	7.533854
2918	36312	5.196646
2918	36313	3.304362
2919	36204	5.961162
2919	36206	4.801892
2919	36208	6.668677
2920	36209	0.395492
2921	36187	4.441292
2921	36188	2.969977
2922	36012	0.307962
2923	36097	0.472962
2924	36083	2.703508
2925	34101	1.350508
2926	34134	0.839515
2927	34134	0.852669
2928	40377	0.037685
2929	40376	0.654438
2930	34102	1.042915
2931	34150	0.706477
2932	34099	1.460515
2932	34121	1.162200
2933	34081	0.555300
2934	34067	2.811485
2935	34073	3.543831
2935	34078	5.206177
2936	34062	0.732185
2937	34077	1.244862
2938	34056	1.711062
2939	34147	0.394454
2940	40378	0.716100
2941	40379	3.152908
2942	34148	1.600477
2943	34194	6.231438
2943	40381	2.159400
2944	40382	2.380546
2945	34191	3.408438
2946	33988	2.941200
2947	40388	1.634215
2948	34190	1.264685
2949	34187	0.539492
2950	34183	2.259000
2951	33992	5.345423
2951	34159	2.943762
2952	33989	3.534831
2953	34244	3.524423
2953	34246	5.305085
2954	34244	3.471992
2954	34255	3.546023
2955	33989	2.436438
2956	34255	6.630438
2956	34257	4.377854
2957	40408	0.786323
2958	40410	0.340754
2959	36289	5.930700
2959	36292	0.934523
2960	36287	0.281608
2960	36299	7.145723
2961	36294	0.990554
2962	25018	4.414292
2962	34231	5.559323
2962	34267	7.155254
2963	40409	1.257992
2964	34271	0.780738
2965	34233	1.357269
2966	34234	1.290692
2967	34234	1.159362
2968	34266	1.049700
2969	40384	1.915708
2970	40385	1.660015
2971	34241	2.545246
2972	34238	0.043638
2973	36140	6.801254
2974	36169	0.007246
2975	36136	3.927715
2976	36099	6.938746
2976	36149	7.273038
2977	36107	4.878992
2977	36152	6.006646
2978	40402	1.357085
2979	36152	1.252569
2980	36167	0.814200
2981	36153	1.825338
2982	36150	1.719554
2983	40403	4.999246
2984	36239	2.163277
2985	36229	1.889562
2986	36237	2.277092
2986	36245	5.199808
2987	25013	4.578115
2987	36235	7.206300
2988	40406	2.537123
2989	40405	2.251108
2990	40404	1.947992
2991	36026	0.915738
2992	36246	4.459408
2992	36248	2.422454
2993	36333	6.850454
2993	36335	4.425023
2994	25001	4.573085
2995	36249	7.517815
2996	40407	0.350031
2997	36231	2.865600
2998	36243	0.867554
2999	36240	1.500923
3000	25002	7.225546
3000	36247	2.350569
3001	36250	4.016792
3002	36250	3.381115
3003	36253	0.771923
3004	36263	0.069254
3005	36054	2.917523
3006	36031	1.781654
3007	36056	3.024600
3008	36029	1.261523
3009	36053	0.923838
3010	36055	1.285200
3011	36055	1.033662
3012	36052	3.257654
3013	36052	4.761992
3013	36057	2.684469
3014	36203	7.378731
3014	40398	3.408877
3015	36202	7.821300
3015	40399	2.641846
3016	36184	1.786985
3017	25016	5.311338
3017	36184	5.331392
3018	36317	2.363423
3019	36327	1.307908
3020	36322	0.571615
3021	36326	4.162015
3022	36328	1.082377
3023	36040	4.431485
3024	36040	4.300338
3024	36223	5.503892
3025	40401	0.488469
3026	40400	1.140231
3027	40400	1.015546
3028	36220	0.911400
3029	36038	2.748300
3030	36038	4.049862
3031	35947	1.600615
3032	35986	2.090238
3033	34290	1.807131
3034	36262	2.828792
3035	36332	2.912215
3036	36331	5.159331
3037	36314	2.799300
3038	36288	2.854431
3039	36290	2.210815
3040	36276	2.706992
3041	33971	2.248131
3042	33969	1.916838
3043	33875	4.280054
3044	33870	2.777331
3045	29703	3.181315
3046	29599	2.557431
3047	25911	2.356869
3048	25382	2.767338
3049	25418	2.665662
3050	25355	2.238462
3051	25060	5.636631
3052	25094	2.910023
3053	25095	2.779038
3054	25540	2.495423
3055	25541	2.825538
3056	27948	3.234646
3057	28144	2.544069
3058	28010	2.454646
3059	28226	2.452985
3060	28265	4.977900
3061	29487	2.455754
3117	3144	5.676366
3117	27947	1.332763
3144	3117	5.676366
3144	3160	2.116022
3144	28143	2.361654
3144	28165	0.063892
3160	2560	4.082654
3160	3144	2.116022
3160	3182	2.941078
3182	3160	2.941078
3182	28131	3.269223
3182	40001	0.205285
3191	3221	3.512567
3191	27929	0.084017
3191	40000	0.760022
3221	3191	3.512551
3221	3268	3.878025
3221	28295	0.248593
3221	40241	1.201947
3268	3221	3.878025
3268	3269	0.175125
3268	28398	3.017484
3269	3268	0.175202
3269	18970	1.684351
3269	28258	0.996829
3269	28309	1.045313
3327	3328	0.073035
3327	3346	0.773236
3327	26367	0.530504
3328	3327	0.073041
3328	3329	0.464814
3328	26270	1.134145
3329	941	3.330046
3329	3328	0.464815
3329	26275	1.540424
3346	950	1.094862
3346	951	1.189292
3346	3327	0.773102
3346	3385	1.185025
3356	3410	1.564748
3356	26403	1.504986
3356	26404	0.595508
3356	26405	0.324433
3359	3370	0.456773
3359	26222	0.106091
3359	26225	0.062524
3370	55475	0.692374
3383	366	1.219800
3383	19340	1.618340
3383	54884	0.562186
3385	3346	1.184288
3385	3395	0.304692
3385	26368	1.410136
3391	3400	0.383843
3391	3408	0.437387
3395	3385	0.303890
3395	3418	0.674489
3395	26401	0.265545
3400	3408	0.370629
3400	26227	0.195887
3400	40070	0.798384
3401	3412	0.423284
3401	19389	0.451617
3401	26259	1.972344
3408	3431	0.717379
3410	3356	1.583395
3410	3464	1.575147
3410	26037	0.793060
3410	40643	0.754412
3410	40647	0.488212
3412	3401	0.423277
3412	26402	0.631992
3412	54680	0.595955
3416	3441	0.863525
3416	19339	0.154064
3418	957	1.366685
3418	3395	0.673802
3418	3430	0.336556
3420	3440	0.966737
3420	19340	0.120490
3420	26249	0.221724
3430	3418	0.336119
3430	3452	0.530113
3430	3456	0.798827
3430	26402	0.793308
3431	3443	0.306100
3431	3454	0.407880
3440	3420	0.964005
3440	3441	0.848480
3440	3442	0.330746
3440	50841	0.372497
3441	3416	0.863526
3441	3440	0.848368
3441	26030	2.007907
3441	54862	0.375128
3442	3440	0.329302
3442	3443	0.125670
3442	26216	0.394471
3443	3442	0.122992
3443	3445	0.908705
3443	3454	0.399586
3445	3443	0.915086
3445	26032	0.622069
3445	26218	0.527047
3445	26240	0.578997
3452	3430	0.530026
3452	3462	2.253837
3453	3442	0.327935
3453	26216	0.426279
3454	3571	2.257033
3456	956	2.562623
3456	3430	0.798585
3456	3523	2.543625
3462	961	1.106977
3462	3452	2.253376
3462	3477	1.273761
3464	3410	1.575147
3464	3492	0.563060
3464	26436	0.698892
3464	52564	0.113954
3477	3462	1.273036
3477	3529	1.206559
3477	26372	1.513284
3492	3464	0.563060
3492	26051	1.156492
3492	40062	0.554278
3492	40237	0.440738
3517	3520	0.364116
3517	3523	0.154711
3517	54679	0.991498
3520	3517	0.364116
3520	40064	1.258277
3520	40065	0.862092
3523	955	1.558823
3523	3456	2.542718
3523	3517	0.154694
3523	3557	1.606408
3524	928	1.816408
3524	3526	0.441348
3524	40065	0.635232
3526	3524	0.441348
3526	3534	0.572799
3526	27196	0.359200
3529	963	0.832731
3529	3477	1.203715
3529	19816	0.177243
3534	3526	0.795550
3534	3596	1.220557
3534	40062	0.184656
3545	963	0.537392
3545	3546	0.084540
3545	26979	0.496640
3545	40661	0.511701
3546	3545	0.097746
3546	19818	0.266297
3546	27031	0.762761
3557	3523	1.602069
3557	27193	0.162323
3557	40645	0.458639
3571	3603	0.277942
3571	26999	0.441680
3575	3453	2.304307
3583	3618	0.824160
3583	3621	0.707006
3583	19380	0.301611
3596	3534	1.220556
3596	3625	0.705656
3603	3642	0.526928
3604	968	0.978369
3604	3648	1.632411
3604	19818	1.763280
3605	3575	0.276733
3605	27000	0.392360
3618	3583	0.824160
3618	3621	0.353805
3618	3654	0.683011
3619	3650	0.297218
3619	40645	0.561072
3620	3621	0.559670
3620	19380	3.054160
3620	54887	0.276584
3621	3583	0.707006
3621	3618	0.353805
3621	3620	0.559670
3621	54891	0.873960
3625	3596	0.705656
3625	3687	1.623519
3625	27208	0.229072
3637	3638	0.176148
3637	26043	1.243029
3637	26997	0.794267
3637	51098	0.289585
3638	3637	0.175743
3638	3641	0.242149
3638	3657	0.583239
3641	3638	0.242181
3641	3644	0.293760
3641	27025	0.659741
3642	3638	0.337520
3642	3657	0.307902
3644	3605	0.519178
3646	3619	0.306024
3648	969	1.275554
3648	3604	1.632411
3648	3683	1.435066
3650	971	1.465823
3650	3662	0.658086
3650	3670	0.987002
3654	2117	0.652108
3654	2118	0.423115
3654	3618	0.683011
3654	54890	0.117327
3655	3676	0.804828
3655	27001	0.358933
3655	54869	0.563917
3656	3641	0.502188
3656	3644	0.282617
3657	3722	0.900680
3662	3646	0.651438
3662	3685	0.659205
3668	3669	0.366286
3668	3723	1.195553
3668	26563	2.393305
3668	26608	0.778697
3669	3668	0.366827
3669	3704	0.697800
3669	54888	0.248798
3669	54889	0.584549
3670	3736	0.878341
3672	2124	0.495946
3672	3673	0.490087
3672	54888	0.121425
3673	3672	0.490160
3673	40072	0.139320
3673	40073	0.371898
3675	3682	0.150427
3675	19817	1.550420
3675	27033	0.700767
3676	3655	0.804828
3676	3677	0.134912
3676	3694	0.885642
3677	3676	0.134872
3677	3693	0.222600
3677	27001	0.429787
3682	3675	0.150213
3682	3711	0.583868
3682	26983	1.323982
3683	3648	1.435064
3683	3713	1.576614
3683	26984	0.179983
3685	3662	0.659205
3685	3687	0.509416
3685	40736	0.536076
3687	3625	1.623519
3687	3685	0.509416
3687	27187	0.947376
3687	40735	0.515351
3693	3677	0.213304
3693	3717	0.541244
3694	3676	0.885694
3694	19385	0.609722
3694	54865	0.753288
3695	395	0.859962
3695	1654	0.483092
3695	54864	0.330318
3695	54865	0.018635
3698	3706	0.282793
3698	26983	1.769447
3698	54864	0.347396
3704	2125	0.665331
3704	3669	0.697800
3704	3730	0.752595
3705	2125	1.003754
3705	2126	0.621692
3705	3733	0.808137
3705	40073	0.363754
3706	3698	0.282738
3706	3724	1.111850
3706	3787	1.345424
3706	54866	1.500274
3711	3682	0.583003
3711	3751	0.572361
3713	970	1.938508
3713	977	0.297992
3713	3683	1.576611
3713	3759	1.892194
3715	3656	0.811963
3716	875	2.222192
3716	3772	0.923530
3716	40058	1.219556
3716	40624	0.843136
3717	3693	0.518641
3717	3771	0.691770
3717	27061	0.108961
3717	54856	0.152364
3721	54665	0.752441
3721	55148	0.514445
3722	3778	0.438122
3722	27041	0.418143
3723	3668	1.195548
3723	3730	0.334391
3723	54893	0.481157
3724	966	0.689377
3724	982	0.613292
3724	3706	1.111757
3724	3749	0.715462
3725	40735	0.515351
3725	54771	0.558730
3728	3730	0.337923
3728	3733	0.531477
3728	54895	0.534795
3730	3704	0.752595
3730	3723	0.334392
3730	3728	0.337923
3730	51454	0.151046
3733	3705	0.808132
3733	3728	0.531478
3733	19382	0.684153
3734	3735	0.177941
3734	3779	0.512810
3734	55261	0.299600
3735	3734	0.178343
3735	19382	0.207171
3735	26529	0.454514
3736	3765	0.363286
3736	3789	0.508679
3737	3753	1.366035
3737	40076	0.064174
3738	1003	0.866954
3738	3739	0.763863
3738	3768	1.146107
3739	3738	0.763859
3739	3741	0.893414
3739	3782	0.645325
3739	27164	0.548431
3740	3741	0.769091
3740	18647	0.422897
3740	27166	0.659703
3740	27173	0.562921
3741	3739	0.893414
3741	3740	0.769091
3741	3792	1.351722
3741	27284	0.116420
3742	1655	0.419654
3742	19385	0.733749
3742	40113	0.595698
3749	3724	0.715308
3749	19392	0.212756
3749	19393	0.448860
3749	40066	0.828328
3750	3715	0.354251
3750	27043	0.448158
3751	3711	0.571513
3751	3752	0.359362
3751	3804	0.721648
3751	19392	0.245715
3752	967	1.251485
3752	3751	0.359363
3752	3755	0.577305
3753	3737	1.366051
3753	3798	0.685434
3753	26541	1.354800
3755	3752	0.577305
3755	3757	0.327327
3755	26985	1.080840
3757	3755	0.327327
3757	3758	0.709188
3757	27139	0.695949
3758	977	0.996969
3758	978	1.026046
3758	3757	0.709188
3758	3759	0.581692
3759	3713	1.892194
3759	3758	0.581688
3759	3811	0.929538
3759	27153	0.335163
3763	1001	0.729808
3763	1002	1.077715
3763	3764	0.867646
3763	3768	0.893873
3764	3763	0.866726
3764	3765	0.145208
3764	27171	0.282157
3765	3764	0.144971
3765	3789	0.490744
3765	27233	0.128241
3766	3796	0.538175
3766	27233	0.258205
3766	54771	0.110530
3768	3738	1.146017
3768	3763	0.893974
3768	27169	0.714601
3768	27222	0.690888
3769	3770	1.313743
3769	40746	0.781232
3769	40747	0.623173
3770	3769	1.313743
3770	27282	1.400300
3770	40732	0.592337
3771	1658	0.614769
3771	1677	1.111431
3771	3717	0.663716
3771	3818	0.928852
3772	3716	0.923530
3772	40059	0.799201
3772	40623	0.746300
3773	3800	0.582503
3773	27289	0.267718
3773	40732	0.592488
3773	55149	0.315430
3778	3797	0.286224
3779	3861	0.987348
3782	1005	0.834877
3782	1006	0.542331
3782	3739	0.645278
3782	3792	0.285052
3783	891	0.714946
3783	18647	0.722984
3783	18652	0.513130
3787	3706	1.345424
3787	27087	0.276551
3787	40067	0.213135
3789	3813	0.393984
3792	3741	1.351683
3792	3782	0.284943
3792	3802	0.357620
3792	3805	1.845541
3795	3750	0.421358
3796	3766	0.538176
3796	3813	0.395737
3796	19857	0.030491
3796	27225	0.093097
3797	3833	0.510070
3797	27037	0.568916
3798	2173	0.459669
3798	3753	0.685432
3798	3888	1.457479
3800	877	1.861015
3800	3773	0.582463
3800	54669	0.427927
3801	3832	0.592418
3801	40066	0.083332
3802	3792	0.357053
3802	3847	0.677749
3802	27173	0.538044
3802	40061	0.370338
3804	980	0.764723
3804	981	1.043746
3804	3751	0.719358
3804	3838	0.517877
3805	1010	0.532846
3805	3792	1.845541
3805	18662	1.300832
3811	978	1.006592
3811	992	0.769085
3811	3759	0.929537
3811	3840	0.473037
3813	3859	0.404570
3814	19855	0.232476
3814	27235	0.270074
3815	3820	0.241318
3815	11490	0.946861
3815	28710	0.810334
3815	28816	0.224561
3816	3889	1.259520
3816	27117	0.214383
3816	40663	0.497169
3816	55134	0.425537
3818	3771	0.867942
3818	27034	0.438718
3818	27117	0.401989
3818	54859	0.320069
3820	3815	0.237725
3820	3843	0.407303
3820	3855	0.711841
3826	3795	0.370325
3826	27107	0.368100
3832	3801	0.592418
3832	3878	0.667895
3832	26987	0.849737
3832	27155	0.893314
3833	3867	0.488694
3837	3871	0.379387
3837	26987	0.717223
3837	40662	0.290974
3838	3804	0.515498
3838	3874	0.395520
3838	27140	1.052796
3838	27155	1.014000
3840	3811	0.473020
3840	3927	1.061094
3840	27161	0.767006
3843	3820	0.407312
3843	11458	0.244524
3843	28785	0.651872
3846	1011	0.542908
3846	18667	0.451674
3846	19853	0.113611
3847	3802	0.677501
3847	3851	0.900033
3847	18667	0.846298
3847	18669	1.637080
3847	27277	0.611257
3848	3849	0.726874
3848	3851	0.604920
3848	3882	0.716465
3848	18652	0.885487
3849	884	1.174131
3849	892	1.347923
3849	3848	0.727778
3849	18649	0.636613
3851	3847	0.900044
3851	3848	0.604915
3851	27174	0.181752
3851	40733	0.359539
3853	3843	0.650234
3853	28785	0.477080
3854	18649	2.426728
3854	26945	1.484144
3854	27283	0.316973
3854	40746	0.909734
3855	3945	1.081259
3856	873	0.982985
3856	40057	1.069109
3856	54671	0.688913
3857	3814	0.372629
3859	3880	0.377692
3859	3916	0.435819
3859	27241	0.171661
3861	3898	0.431930
3861	3940	0.512079
3864	3872	0.822417
3864	3952	1.240706
3864	27291	0.270909
3864	54669	0.653775
3866	3826	0.672154
3867	3876	0.077322
3867	3892	0.377872
3869	3919	0.447353
3870	54860	0.258465
3871	3837	0.379364
3871	3904	0.313393
3872	878	0.881400
3872	3864	0.822416
3872	54672	0.901923
3874	3838	0.393786
3874	3918	0.416865
3876	3944	0.421219
3878	985	0.605885
3878	987	1.615500
3878	3832	0.667895
3878	3921	0.468546
3880	3908	0.319214
3880	27237	0.373286
3882	3848	0.716465
3882	3915	0.368748
3882	27174	0.313026
3885	3857	0.466715
3888	3798	1.457471
3888	3946	0.395321
3888	26629	0.314768
3888	26641	0.461850
3889	3816	1.259520
3889	40069	0.135497
3892	3903	0.246896
3892	19987	0.349954
3893	1012	0.575585
3893	18670	0.770289
3893	18673	0.684225
3896	3898	0.176200
3896	19805	0.095366
3896	26645	0.475946
3897	3898	0.203969
3897	19804	0.801066
3897	26669	0.302992
3897	40289	0.640819
3898	3896	0.176198
3898	3897	0.203907
3898	3940	0.424908
3899	2130	2.082992
3899	2132	1.612985
3899	19373	0.636423
3899	19376	0.266072
3903	3866	0.374087
3903	3892	0.246881
3903	54858	0.170964
3904	3871	0.313374
3904	26988	0.133563
3904	54872	0.114615
3904	54873	0.145072
3908	3910	0.301103
3908	3992	1.255880
3908	27237	0.292143
3908	27250	0.166973
3910	3885	0.294105
3910	3908	0.301103
3910	3911	0.126486
3911	3910	0.126486
3911	3913	0.246681
3911	27223	2.353200
3912	867	0.820062
3912	868	0.975854
3912	3976	0.588720
3912	11490	0.378657
3913	3911	0.246681
3913	3943	0.411243
3915	884	1.158092
3915	885	0.468046
3915	3882	0.368831
3915	3966	0.527140
3916	3924	0.033545
3918	3874	0.415038
3918	3991	0.474446
3918	27138	0.631500
3918	27154	1.058042
3919	3944	0.197071
3919	3963	0.518357
3921	3878	0.468545
3921	3938	0.201600
3921	27154	1.137823
3924	3964	0.291323
3924	27242	0.064861
3927	3840	1.061042
3927	4006	0.657243
3927	27162	0.344537
3928	3956	0.491803
3928	54671	0.558946
3928	54672	1.720340
3932	3870	0.549657
3932	27112	0.215652
3938	3921	0.201600
3938	4010	0.700690
3938	27156	0.654096
3939	3896	0.389535
3939	26645	0.517558
3940	4240	1.407547
3943	3913	0.411243
3943	3950	0.288599
3943	27271	0.444439
3944	4001	0.261253
3945	3956	0.432860
3945	4040	0.630285
3946	2164	0.793546
3946	3888	0.395488
3946	4177	1.288672
3950	997	0.194562
3950	3943	0.288194
3950	3998	0.274011
3951	3853	1.241214
3952	880	0.866169
3952	881	1.017531
3952	3864	1.231955
3952	4092	1.228349
3953	3995	0.113715
3953	18672	0.473850
3953	27276	0.735456
3954	1013	0.236146
3954	18666	0.607407
3954	18672	0.586181
3955	4004	0.174486
3955	18656	0.789395
3955	18666	0.369807
3955	27277	0.599585
3956	3928	0.491364
3956	3983	0.054457
3956	4047	1.775966
3957	3958	0.424818
3957	19387	0.599780
3957	54846	0.469766
3958	3957	0.424817
3958	3959	0.329111
3958	19387	0.754990
3958	27092	0.954391
3959	3958	0.329108
3959	3963	0.368000
3959	19987	1.185249
3959	40578	0.485303
3962	886	0.388062
3962	3966	0.908663
3962	18656	0.479156
3963	3959	0.368016
3963	3971	0.106370
3963	4037	0.441697
